case_id,year,month,state,location,species,status,illnesses,hospitalizations,fatalities
8072,2004,November,Illinois,Restaurant,Clostridium perfringens,Confirmed,11,0.0,0.0
8073,2004,November,Iowa,Grocery Store,Clostridium perfringens,Suspected,25,0.0,0.0
8074,2004,November,Maine,Catering Service,,,5,0.0,0.0
8075,2004,November,Maryland,Private Home/Residence,Clostridium perfringens,Confirmed,25,0.0,0.0
8076,2004,November,Maryland,Private Home/Residence,Norovirus genogroup I,Confirmed,20,0.0,0.0
8077,2004,November,Massachusetts,Restaurant,Norovirus genogroup I,Suspected,23,0.0,0.0
8078,2004,November,Michigan,Restaurant,Norovirus genogroup I,Confirmed,34,0.0,0.0
8079,2004,November,Michigan,Restaurant,,,5,0.0,0.0
8080,2004,November,Minnesota,Restaurant,Salmonella enterica,Confirmed,49,8.0,0.0
8081,2004,November,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,4,0.0,0.0
8082,2004,November,New Jersey,Restaurant,Norovirus genogroup I,Confirmed,34,0.0,
8083,2004,November,New Jersey,,,,23,2.0,0.0
8084,2004,November,New Jersey,Restaurant,"Escherichia coli, Shiga toxin-producing",Confirmed,6,4.0,0.0
8085,2004,November,New Jersey,Restaurant,,,39,3.0,0.0
8086,2004,November,New Mexico,Restaurant,Shigella flexneri,Confirmed,3,,
8087,2004,November,New York,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,1.0
8088,2004,November,New York,Grocery Store,Norovirus genogroup I,Suspected,6,0.0,0.0
8089,2004,November,New York,Catering Service,Norovirus genogroup I,Suspected,16,0.0,0.0
8090,2004,November,New York,Restaurant,Norovirus genogroup I,Suspected,26,0.0,0.0
8091,2004,November,New York,Religious Facility,Norovirus genogroup I,Confirmed,10,1.0,0.0
8092,2004,November,New York,School/College/University,Staphylococcus aureus,Suspected,7,0.0,0.0
8093,2004,November,New York,Restaurant,Norovirus genogroup I,Suspected,33,0.0,0.0
8094,2004,November,New York,Restaurant,,,6,0.0,0.0
8095,2004,November,North Carolina,Restaurant,Shigella sonnei,Confirmed,77,2.0,0.0
8096,2004,November,North Carolina,,Norovirus genogroup I,Confirmed,78,0.0,0.0
8097,2004,November,North Carolina,Nursing Home/Assisted Living Facility,Norovirus genogroup I,Suspected,60,,
8098,2004,November,North Dakota,,,,15,1.0,0.0
8099,2004,November,North Dakota,Restaurant,,,11,0.0,0.0
8100,2004,November,Ohio,Restaurant,Norovirus genogroup I,Confirmed,7,0.0,0.0
8101,2004,November,Ohio,Restaurant,Norovirus genogroup I,Confirmed,7,0.0,0.0
8102,2004,November,Ohio,Restaurant,,,7,0.0,0.0
8103,2004,November,Ohio,Restaurant,Norovirus genogroup I,Confirmed,4,0.0,0.0
8104,2004,November,Ohio,School/College/University,,,7,0.0,0.0
8105,2004,November,Ohio,Restaurant,Salmonella enterica,Confirmed,7,2.0,0.0
8106,2004,November,Ohio,Restaurant,,,3,0.0,0.0
8107,2004,November,Ohio,School/College/University,,,12,0.0,0.0
8108,2004,November,Oregon,Restaurant,Norovirus genogroup I,Suspected,8,0.0,0.0
8109,2004,November,Oregon,Restaurant,Staphylococcus aureus,Suspected,6,0.0,0.0
8110,2004,November,Oregon,Private Home/Residence,Salmonella enterica,Confirmed,4,0.0,0.0
8111,2004,November,Pennsylvania,Unknown,Norovirus genogroup I,Suspected,10,1.0,0.0
8112,2004,November,Pennsylvania,Unknown,Norovirus genogroup I,Confirmed,32,20.0,0.0
8113,2004,November,Pennsylvania,Unknown,Norovirus genogroup I,Confirmed,34,0.0,0.0
8114,2004,November,Pennsylvania,Unknown,Giardia intestinalis,Confirmed,4,0.0,0.0
8115,2004,November,Pennsylvania,Restaurant,,,3,0.0,0.0
8116,2004,November,Pennsylvania,School/College/University,Norovirus genogroup I,Suspected,82,0.0,0.0
8117,2004,November,South Dakota,,,,19,0.0,0.0
8118,2004,November,Tennessee,Private Home/Residence,Giardia intestinalis,Confirmed,6,0.0,0.0
8119,2004,November,Texas,Restaurant,,,21,0.0,0.0
8120,2004,November,Virginia,,Clostridium perfringens,Confirmed,31,1.0,1.0
8121,2004,November,Virginia,,Clostridium perfringens,Confirmed,13,,
8122,2004,November,Washington,Restaurant,,,3,0.0,0.0
8123,2004,November,Washington,,Norovirus genogroup I,Suspected,51,1.0,0.0
8124,2004,November,Washington,,Norovirus genogroup I,Confirmed,97,1.0,0.0
8125,2004,November,Washington,Private Home/Residence,Salmonella enterica,Suspected,5,0.0,0.0
8126,2004,November,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,8,,0.0
8127,2004,November,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,20,0.0,0.0
8128,2004,November,Wisconsin,,Norovirus genogroup I,Confirmed,19,0.0,0.0
8129,2004,November,Wisconsin,,Norovirus genogroup I,Confirmed,93,0.0,0.0
8130,2004,December,Alabama,Restaurant,,,2,0.0,0.0
8131,2004,December,Alabama,Restaurant,,,2,0.0,0.0
8132,2004,December,Alabama,Restaurant,,,2,0.0,0.0
8133,2004,December,Arizona,Restaurant,Norovirus genogroup I,Confirmed,38,0.0,0.0
8134,2004,December,Arizona,Banquet Facility,Norovirus genogroup II,Confirmed,99,0.0,0.0
8135,2004,December,California,Private Home/Residence,Mycotoxins,Confirmed,7,7.0,0.0
8136,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,4,0.0,0.0
8137,2004,December,California,Grocery Store,Staphylococcus aureus,Suspected,10,0.0,0.0
8138,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,8,0.0,0.0
8139,2004,December,California,Catering Service,Clostridium perfringens,Suspected,225,,0.0
8140,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,5,0.0,0.0
8141,2004,December,California,Restaurant,,,6,0.0,0.0
8142,2004,December,California,,Norovirus genogroup I,Suspected,12,,0.0
8143,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,9,0.0,0.0
8144,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,7,1.0,0.0
8145,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,41,0.0,0.0
8146,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,18,1.0,0.0
8147,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,8,0.0,0.0
8148,2004,December,California,Restaurant,,,2,0.0,0.0
8149,2004,December,California,Restaurant,Norovirus genogroup I,Suspected,8,0.0,0.0
8150,2004,December,California,Restaurant,Bacterium,Suspected,4,0.0,0.0
8151,2004,December,California,,Norovirus genogroup I,Suspected,34,0.0,0.0
8152,2004,December,Colorado,Restaurant,Clostridium perfringens,Suspected,9,0.0,0.0
8153,2004,December,Colorado,Restaurant,Norovirus genogroup I,Confirmed,4,0.0,0.0
8154,2004,December,Connecticut,Restaurant,Norovirus genogroup I,Confirmed,17,1.0,0.0
8155,2004,December,Connecticut,Restaurant,Norovirus genogroup I,Suspected,6,0.0,0.0
8156,2004,December,Connecticut,Private Home/Residence,Salmonella enterica,Confirmed,6,2.0,0.0
8157,2004,December,Florida,Catering Service,Norovirus genogroup I,Confirmed,12,1.0,
8158,2004,December,Florida,Restaurant,,,3,,
8159,2004,December,Florida,Restaurant,,,5,,
8160,2004,December,Florida,Restaurant,Salmonella enterica,Suspected,5,,
8161,2004,December,Florida,Restaurant,,,2,,
8162,2004,December,Florida,Restaurant,,,5,0.0,0.0
8163,2004,December,Florida,Restaurant,Staphylococcus aureus,Suspected,2,,
8164,2004,December,Florida,Restaurant,Bacillus cereus,Suspected,9,,
8165,2004,December,Florida,Restaurant,,,4,,
8166,2004,December,Florida,Restaurant,,,3,,
8167,2004,December,Florida,Restaurant,,,3,,
8168,2004,December,Florida,Catering Service,Clostridium perfringens,Confirmed,63,1.0,0.0
8169,2004,December,Florida,Restaurant,,,39,,
8170,2004,December,Florida,School/College/University,Norovirus genogroup II,Confirmed,232,,
8171,2004,December,Georgia,Restaurant,Norovirus genogroup I,Confirmed,3,0.0,0.0
8172,2004,December,Georgia,Grocery Store,Chemical or toxin,Suspected,7,0.0,0.0
8173,2004,December,Georgia,Restaurant,,,2,0.0,0.0
8174,2004,December,Georgia,School/College/University,Norovirus genogroup I,Suspected,70,0.0,0.0
8175,2004,December,Georgia,Private Home/Residence,Yersinia enterocolitica,Confirmed,3,0.0,0.0
8176,2004,December,Georgia,Restaurant,,,2,0.0,0.0
8177,2004,December,Georgia,Restaurant,Norovirus genogroup I,Suspected,11,0.0,0.0
8178,2004,December,Hawaii,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
8179,2004,December,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,3,1.0,0.0
8180,2004,December,Idaho,Catering Service,Norovirus genogroup I,Confirmed,18,1.0,0.0
8181,2004,December,Illinois,,Norovirus genogroup I,Confirmed,17,0.0,0.0
8182,2004,December,Illinois,,Norovirus genogroup I,Confirmed,43,0.0,0.0
8183,2004,December,Illinois,Restaurant,Norovirus genogroup I,Confirmed,39,,
8184,2004,December,Illinois,Restaurant,Norovirus genogroup I,Confirmed,78,4.0,0.0
8185,2004,December,Illinois,Restaurant,Norovirus genogroup I,Suspected,65,0.0,0.0
8186,2004,December,Illinois,Catering Service,Norovirus genogroup I,Suspected,19,0.0,0.0
8187,2004,December,Illinois,Camp,Norovirus genogroup I,Suspected,8,,
8188,2004,December,Illinois,Restaurant,Norovirus genogroup I,Suspected,5,0.0,0.0
8189,2004,December,Illinois,,Norovirus genogroup I,Confirmed,119,2.0,0.0
8190,2004,December,Illinois,Restaurant,Norovirus genogroup I,Confirmed,12,1.0,0.0
8191,2004,December,Illinois,Restaurant,,,6,1.0,0.0
8192,2004,December,Illinois,Restaurant,,,8,0.0,0.0
8193,2004,December,Illinois,Restaurant,,,7,2.0,0.0
8194,2004,December,Kansas,Restaurant,,,2,,
8195,2004,December,Kansas,Restaurant,Norovirus genogroup I,Suspected,7,0.0,0.0
8196,2004,December,Kansas,Restaurant,,,3,0.0,0.0
8197,2004,December,Kansas,Restaurant,,,6,,
8198,2004,December,Kansas,Restaurant,Norovirus unknown,Confirmed,13,0.0,0.0
8199,2004,December,Maryland,Restaurant,,,2,1.0,0.0
8200,2004,December,Maryland,Restaurant,Scombroid toxin,Confirmed,3,0.0,0.0
8201,2004,December,Maryland,Restaurant,Staphylococcus aureus,Suspected,5,0.0,0.0
8202,2004,December,Maryland,Restaurant,,,18,0.0,0.0
8203,2004,December,Maryland,Restaurant,,,5,0.0,0.0
8204,2004,December,Massachusetts,Restaurant,Norovirus genogroup I,Confirmed,17,1.0,0.0
8205,2004,December,Massachusetts,Catering Service,,,11,0.0,0.0
8206,2004,December,Massachusetts,,Virus,Confirmed,210,4.0,0.0
8207,2004,December,Michigan,Restaurant,Norovirus genogroup I,Suspected,4,,
8208,2004,December,Michigan,Restaurant,,,4,0.0,0.0
8209,2004,December,Michigan,Restaurant,,,4,0.0,0.0
8210,2004,December,Michigan,Restaurant,,,4,0.0,0.0
8211,2004,December,Michigan,Restaurant,,,17,0.0,0.0
8212,2004,December,Michigan,Restaurant,Norovirus genogroup I,Confirmed,33,0.0,0.0
8213,2004,December,Michigan,Restaurant,,,4,0.0,0.0
8214,2004,December,Michigan,Restaurant,,,17,0.0,0.0
8215,2004,December,Minnesota,Restaurant,Clostridium perfringens,Confirmed,50,0.0,0.0
8216,2004,December,Minnesota,Restaurant,Staphylococcus aureus,Suspected,4,0.0,0.0
8217,2004,December,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,8,0.0,0.0
8218,2004,December,Mississippi,Restaurant,,,35,0.0,0.0
8219,2004,December,Missouri,Restaurant,,,37,0.0,0.0
8220,2004,December,Missouri,Office/Indoor Workplace,Norovirus genogroup I,Suspected,13,0.0,0.0
8221,2004,December,New Hampshire,Private Home/Residence,Norovirus genogroup I,Suspected,10,0.0,0.0
8222,2004,December,New Jersey,Restaurant,,,29,,
8223,2004,December,New Mexico,Restaurant,Norovirus genogroup I,Confirmed,93,,
8224,2004,December,New York,Restaurant,,,20,0.0,0.0
8225,2004,December,New York,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
8226,2004,December,New York,Restaurant,,,7,0.0,0.0
8227,2004,December,New York,Restaurant,Norovirus genogroup I,Suspected,12,0.0,0.0
8228,2004,December,New York,Restaurant,,,15,0.0,0.0
8229,2004,December,North Carolina,Fair/Festival,Norovirus genogroup I,Confirmed,49,0.0,0.0
8230,2004,December,North Carolina,Restaurant,Norovirus genogroup I,Confirmed,5,0.0,0.0
8231,2004,December,North Dakota,,Salmonella enterica,Confirmed,2,0.0,0.0
8232,2004,December,Ohio,Restaurant,Norovirus genogroup I,Confirmed,7,0.0,0.0
8233,2004,December,Ohio,Restaurant,,,7,0.0,0.0
8234,2004,December,Ohio,Unknown,Norovirus genogroup I,Confirmed,4,,0.0
8235,2004,December,Ohio,Private Home/Residence,Norovirus genogroup I,Suspected,2,,0.0
8236,2004,December,Ohio,Restaurant,Clostridium perfringens,Confirmed,69,0.0,0.0
8237,2004,December,Ohio,Restaurant,Norovirus genogroup I,Confirmed,2,1.0,0.0
8238,2004,December,Ohio,Unknown,,,3,,0.0
8239,2004,December,Ohio,Restaurant,Norovirus genogroup I,Confirmed,6,,
8240,2004,December,Ohio,Restaurant,,,14,,
8241,2004,December,Ohio,,Clostridium perfringens,Confirmed,269,,0.0
8242,2004,December,Ohio,Restaurant,Norovirus genogroup I,Confirmed,6,1.0,0.0
8243,2004,December,Oregon,Private Home/Residence,Clostridium botulinum,Confirmed,2,2.0,0.0
8244,2004,December,Oregon,Catering Service,Norovirus genogroup I,Confirmed,20,0.0,0.0
8245,2004,December,Oregon,Restaurant,Norovirus genogroup I,Suspected,10,0.0,0.0
8246,2004,December,Oregon,Restaurant,Norovirus genogroup I,Confirmed,6,0.0,0.0
8247,2004,December,Pennsylvania,Unknown,Norovirus genogroup I,Suspected,33,1.0,0.0
8248,2004,December,Pennsylvania,Unknown,Norovirus genogroup I,Suspected,12,,
8249,2004,December,Pennsylvania,Unknown,Norovirus genogroup I,Suspected,12,0.0,0.0
8250,2004,December,Pennsylvania,Unknown,Norovirus genogroup I,Confirmed,156,0.0,0.0
8251,2004,December,Pennsylvania,Restaurant,Giardia intestinalis,Confirmed,7,0.0,0.0
8252,2004,December,Pennsylvania,Nursing Home/Assisted Living Facility,Norovirus genogroup I,Suspected,9,1.0,0.0
8253,2004,December,South Carolina,Restaurant,Norovirus genogroup I,Confirmed,33,0.0,0.0
8254,2004,December,South Dakota,Private Home/Residence,Salmonella enterica,Confirmed,16,0.0,0.0
8255,2004,December,Tennessee,Private Home/Residence,Norovirus genogroup I,Confirmed,30,0.0,0.0
8256,2004,December,Tennessee,Private Home/Residence,Yersinia enterocolitica,Confirmed,6,0.0,0.0
8257,2004,December,Tennessee,Restaurant,Norovirus genogroup I,Confirmed,19,0.0,0.0
8258,2004,December,Texas,Unknown,,,85,1.0,0.0
8259,2004,December,Texas,Prison/Jail,,,30,0.0,0.0
8260,2004,December,Vermont,Restaurant,,,5,0.0,0.0
8261,2004,December,Virginia,Restaurant,,,32,1.0,0.0
8262,2004,December,Washington,Restaurant,,,4,0.0,0.0
8263,2004,December,Washington,Restaurant,Norovirus unknown,Suspected,14,0.0,0.0
8264,2004,December,Washington,Restaurant,Norovirus genogroup I,Suspected,27,1.0,0.0
8265,2004,December,Washington,Restaurant,,,4,0.0,0.0
8266,2004,December,Washington,Restaurant,Norovirus genogroup I,Suspected,11,0.0,0.0
8267,2004,December,Washington,Restaurant,Norovirus genogroup I,Suspected,2,0.0,0.0
8268,2004,December,Washington,Restaurant,Virus,Confirmed,116,0.0,0.0
8269,2004,December,Washington,Restaurant,Virus,Suspected,3,0.0,0.0
8270,2004,December,Wisconsin,Catering Service,Norovirus genogroup I,Confirmed,47,3.0,0.0
8271,2004,December,Wisconsin,Restaurant,Clostridium perfringens,Suspected,34,0.0,0.0
8272,2004,December,Wisconsin,Restaurant,Norovirus genogroup I,Confirmed,103,1.0,0.0
8273,2004,December,Wisconsin,Prison/Jail,Salmonella enterica,Confirmed,21,2.0,0.0
8274,2004,December,Wyoming,Restaurant,Norovirus genogroup I,Confirmed,36,1.0,0.0
8275,2005,January,Arizona,Restaurant,,,3,0.0,0.0
8276,2005,January,Arkansas,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,3,3.0,0.0
8277,2005,January,California,Restaurant,Norovirus genogroup I,Suspected,40,0.0,0.0
8278,2005,January,California,Catering Service,Norovirus genogroup I,Suspected,36,0.0,0.0
8279,2005,January,California,Restaurant,Bacterium,Suspected,4,0.0,0.0
8280,2005,January,California,Restaurant,Norovirus genogroup I,Suspected,10,0.0,0.0
8281,2005,January,California,Restaurant,Norovirus genogroup I,Suspected,4,0.0,0.0
8282,2005,January,California,Restaurant,,,2,0.0,0.0
8283,2005,January,California,Restaurant,Norovirus genogroup I,Suspected,9,0.0,0.0
8284,2005,January,Colorado,Restaurant,,,35,0.0,0.0
8285,2005,January,Connecticut,Restaurant,Norovirus genogroup I,Confirmed,9,0.0,0.0
8286,2005,January,Connecticut,Restaurant,Norovirus genogroup I,Confirmed,3,0.0,0.0
8287,2005,January,Connecticut,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,7,3.0,0.0
8288,2005,January,Florida,Restaurant,,,2,0.0,0.0
8289,2005,January,Florida,Restaurant,,,2,,
8290,2005,January,Florida,Restaurant,,,2,,
8291,2005,January,Florida,Restaurant,Staphylococcus aureus,Suspected,2,0.0,0.0
8292,2005,January,Florida,Restaurant,Staphylococcus aureus,Suspected,3,,
8293,2005,January,Florida,Restaurant,,,5,,
8294,2005,January,Florida,Restaurant,Staphylococcus aureus,Suspected,3,,
8295,2005,January,Florida,Restaurant,,,2,,
8296,2005,January,Florida,Restaurant,,,2,,
8297,2005,January,Florida,Restaurant,,,2,,
8298,2005,January,Florida,Restaurant,Salmonella enterica,Confirmed,7,1.0,0.0
8299,2005,January,Florida,Restaurant,Norovirus genogroup II,Confirmed,15,0.0,0.0
8300,2005,January,Florida,Unknown,Clostridium perfringens,Suspected,10,0.0,0.0
8301,2005,January,Florida,Restaurant,,,2,,
8302,2005,January,Florida,Restaurant,,,2,,
8303,2005,January,Florida,Restaurant,,,3,,
8304,2005,January,Florida,Restaurant,Shigella sonnei,Suspected,3,,
8305,2005,January,Florida,Restaurant,,,2,,
8306,2005,January,Florida,Restaurant,,,4,1.0,0.0
8307,2005,January,Florida,Restaurant,Norovirus genogroup I,Confirmed,7,,
8308,2005,January,Georgia,,Norovirus genogroup I,Confirmed,200,0.0,0.0
8309,2005,January,Georgia,Private Home/Residence,,,7,0.0,0.0
8310,2005,January,Georgia,Restaurant,Norovirus genogroup I,Suspected,7,0.0,0.0
8311,2005,January,Hawaii,Private Home/Residence,Ciguatoxin,Confirmed,4,0.0,0.0
8312,2005,January,Hawaii,Private Home/Residence,Scombroid toxin,Confirmed,3,0.0,0.0
8313,2005,January,Idaho,Restaurant,Norovirus genogroup I,Confirmed,44,0.0,0.0
8314,2005,January,Illinois,Restaurant,,,8,0.0,0.0
8315,2005,January,Illinois,Restaurant,,,4,0.0,0.0
8316,2005,January,Kansas,School/College/University,Norovirus unknown,Suspected,56,,0.0
8317,2005,January,Maryland,Restaurant,,,4,0.0,0.0
8318,2005,January,Maryland,Restaurant,Norovirus genogroup I,Confirmed,20,0.0,0.0
8319,2005,January,Maryland,Restaurant,,,2,0.0,0.0
8320,2005,January,Maryland,Restaurant,,,4,0.0,0.0
8321,2005,January,Massachusetts,Restaurant,Norovirus genogroup I,Suspected,100,0.0,0.0
8322,2005,January,Massachusetts,Grocery Store,,,34,0.0,0.0
8323,2005,January,Michigan,Restaurant,,,5,1.0,0.0
8324,2005,January,Michigan,Restaurant,,,14,0.0,0.0
8325,2005,January,Michigan,Restaurant,,,3,0.0,0.0
8326,2005,January,Michigan,Restaurant,,,4,0.0,0.0
8327,2005,January,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,20,0.0,0.0
8328,2005,January,Minnesota,Restaurant,Norovirus genogroup I,Suspected,5,0.0,0.0
8329,2005,January,Minnesota,Private Home/Residence,Salmonella enterica,Confirmed,4,1.0,0.0
8330,2005,January,Montana,Unknown,Norovirus genogroup I,Suspected,35,,
8331,2005,January,New York,Private Home/Residence,"Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,0.0
8332,2005,January,New York,Restaurant,Norovirus genogroup I,Suspected,25,0.0,0.0
8333,2005,January,Ohio,Restaurant,Norovirus genogroup I,Confirmed,8,0.0,0.0
8334,2005,January,Ohio,Restaurant,Norovirus genogroup I,Suspected,5,0.0,0.0
8335,2005,January,Ohio,Restaurant,Norovirus genogroup I,Confirmed,12,,
8336,2005,January,Ohio,Restaurant,,,4,,
8337,2005,January,Ohio,Unknown,Norovirus genogroup I,Suspected,3,0.0,0.0
8338,2005,January,Ohio,Restaurant,Norovirus genogroup I,Confirmed,12,0.0,0.0
8339,2005,January,Oregon,Restaurant,Norovirus genogroup I,Confirmed,31,1.0,0.0
8340,2005,January,Oregon,Private Home/Residence,Norovirus genogroup I,Suspected,5,0.0,0.0
8341,2005,January,Oregon,Prison/Jail,Norovirus genogroup I,Confirmed,39,0.0,0.0
8342,2005,January,Pennsylvania,,Norovirus genogroup I,Suspected,150,3.0,0.0
8343,2005,January,Pennsylvania,School/College/University,Norovirus unknown,Suspected,19,2.0,0.0
8344,2005,January,South Carolina,Private Home/Residence,Norovirus unknown,Suspected,8,0.0,0.0
8345,2005,January,Washington,Catering Service,Norovirus genogroup I,Suspected,60,0.0,0.0
8346,2005,January,Washington,Restaurant,Norovirus genogroup I,Suspected,4,0.0,0.0
8347,2005,January,Wyoming,Restaurant,,,16,2.0,0.0
8348,2005,February,Alaska,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,4,2.0,0.0
8349,2005,February,California,Restaurant,Norovirus genogroup I,Suspected,4,0.0,0.0
8350,2005,February,California,Unknown,,,12,2.0,
8351,2005,February,California,Office/Indoor Workplace,Norovirus genogroup I,Suspected,6,0.0,0.0
8352,2005,February,California,,Norovirus genogroup I,Confirmed,7,0.0,0.0
8353,2005,February,California,,Salmonella enterica,Confirmed,57,8.0,0.0
8354,2005,February,California,Restaurant,Bacillus cereus,Suspected,2,0.0,0.0
8355,2005,February,California,Restaurant,Norovirus genogroup I,Suspected,5,0.0,0.0
8356,2005,February,Connecticut,Restaurant,Norovirus genogroup I,Confirmed,22,0.0,0.0
8357,2005,February,Connecticut,Restaurant,Norovirus genogroup I,Suspected,3,0.0,0.0
8358,2005,February,Delaware,Restaurant,Norovirus genogroup II,Confirmed,15,0.0,0.0
8359,2005,February,Florida,Restaurant,Scombroid toxin,Confirmed,2,0.0,0.0
8360,2005,February,Florida,Restaurant,,,3,,
8361,2005,February,Florida,Restaurant,,,3,,
8362,2005,February,Florida,Restaurant,,,2,,
8363,2005,February,Florida,Restaurant,Norovirus genogroup I,Suspected,91,,
8364,2005,February,Illinois,Restaurant,,,4,0.0,0.0
8365,2005,February,Illinois,Restaurant,,,7,,
8366,2005,February,Illinois,Restaurant,,,4,0.0,0.0
8367,2005,February,Illinois,Restaurant,Norovirus genogroup I,Suspected,23,0.0,0.0
8368,2005,February,Kansas,Private Home/Residence,,,3,0.0,0.0
8369,2005,February,Kansas,,,,2,0.0,0.0
8370,2005,February,Kansas,Hospital,Norovirus unknown,Confirmed,59,,0.0
8371,2005,February,Maine,,Norovirus genogroup I,Suspected,16,,
8372,2005,February,Maine,,,,11,0.0,0.0
8373,2005,February,Maryland,Restaurant,,,3,0.0,0.0
8374,2005,February,Maryland,Restaurant,,,23,0.0,0.0
8375,2005,February,Massachusetts,Restaurant,,,25,,
8376,2005,February,Massachusetts,Restaurant,Norovirus genogroup I,Confirmed,16,,
8377,2005,February,Michigan,Restaurant,,,4,,
8378,2005,February,Michigan,Restaurant,,,5,,
8379,2005,February,Michigan,Restaurant,,,3,,
8380,2005,February,Minnesota,Restaurant,Norovirus genogroup I,Suspected,3,1.0,0.0
8381,2005,February,Minnesota,Private Home/Residence,Norovirus genogroup I,Suspected,17,0.0,0.0
8382,2005,February,Minnesota,Restaurant,Norovirus genogroup I,Confirmed,28,2.0,0.0
8383,2005,February,Minnesota,Restaurant,Clostridium perfringens,Confirmed,5,0.0,0.0
8384,2005,February,New Jersey,Restaurant,Norovirus unknown,Suspected,37,0.0,0.0
8385,2005,February,New York,Restaurant,Clostridium perfringens,Confirmed,5,0.0,0.0
8386,2005,February,New York,Restaurant,,,6,0.0,0.0
8387,2005,February,New York,Restaurant,,,6,0.0,0.0
8388,2005,February,North Carolina,Restaurant,Norovirus genogroup I,Suspected,12,0.0,0.0
8389,2005,February,North Carolina,Child Daycare,Norovirus genogroup I,Confirmed,38,1.0,0.0
8390,2005,February,North Carolina,Restaurant,Norovirus genogroup I,Confirmed,9,0.0,0.0
8391,2005,February,Ohio,Restaurant,Norovirus genogroup I,Confirmed,3,0.0,0.0
8392,2005,February,Ohio,Restaurant,Norovirus genogroup I,Suspected,2,0.0,0.0
8393,2005,February,Ohio,Restaurant,,,4,0.0,0.0
8394,2005,February,Ohio,Restaurant,,,3,0.0,0.0
8395,2005,February,Ohio,Banquet Facility,Norovirus genogroup I,Confirmed,86,0.0,0.0
8396,2005,February,Ohio,,Chemical or toxin,Suspected,2,0.0,0.0
8397,2005,February,Ohio,Restaurant,Norovirus genogroup I,Confirmed,3,,
8398,2005,February,Oregon,Restaurant,,,10,0.0,0.0
8399,2005,February,Oregon,Catering Service,Norovirus genogroup I,Confirmed,26,0.0,0.0
8400,2005,February,Oregon,Restaurant,Norovirus genogroup I,Suspected,9,0.0,0.0
8401,2005,February,Pennsylvania,School/College/University,Norovirus unknown,Confirmed,150,0.0,0.0
8402,2005,February,Pennsylvania,,Salmonella enterica,Confirmed,8,3.0,0.0
8403,2005,February,Tennessee,Restaurant,Salmonella enterica,Confirmed,34,9.0,0.0
8404,2005,February,Texas,,Brucella unknown,Confirmed,2,2.0,0.0
8405,2005,February,Virginia,Restaurant,,,5,0.0,0.0
8406,2005,February,Washington,Restaurant,Campylobacter jejuni,Suspected,2,0.0,0.0
8407,2005,February,Washington,Restaurant,Clostridium perfringens,Confirmed,3,,
8408,2005,February,Washington,Restaurant,Norovirus genogroup I,Suspected,7,0.0,0.0
8409,2005,March,Arizona,Restaurant,,,6,0.0,0.0
8410,2005,March,Arkansas,Private Home/Residence,Salmonella enterica,Confirmed,7,4.0,0.0
8411,2005,March,California,Office/Indoor Workplace,Norovirus genogroup I,Suspected,11,0.0,0.0
8412,2005,March,California,Restaurant,Norovirus genogroup I,Suspected,6,0.0,0.0
8413,2005,March,California,Restaurant,Bacterium,Suspected,9,0.0,0.0
8414,2005,March,California,Catering Service,Norovirus genogroup I,Suspected,11,0.0,0.0
8415,2005,March,California,Restaurant,Salmonella enterica,Confirmed,6,1.0,0.0
8416,2005,March,California,,Bacterium,Suspected,2,0.0,0.0
8417,2005,March,California,Restaurant,Shigella sonnei,Confirmed,5,0.0,0.0
8418,2005,March,California,,Norovirus genogroup I,Confirmed,17,0.0,0.0
8419,2005,March,Connecticut,Catering Service,Norovirus genogroup I,Confirmed,6,0.0,0.0
8420,2005,March,Connecticut,Catering Service,Norovirus genogroup I,Confirmed,12,0.0,0.0
8421,2005,March,Florida,Restaurant,Cyclospora cayatenensis,Confirmed,592,,
8422,2005,March,Florida,Restaurant,,,3,,
8423,2005,March,Florida,Restaurant,Bacillus cereus,Suspected,3,,
8424,2005,March,Florida,Unknown,Staphylococcus aureus,Suspected,2,,
8425,2005,March,Florida,Restaurant,,,2,,
8426,2005,March,Florida,Restaurant,,,2,,
8427,2005,March,Florida,Restaurant,Staphylococcus aureus,Suspected,2,,
